Company Name,Location,Description,Batch,Company URL,Website,Founder Details
Emailio,Remote,Email built for wellness,W14,https://ycombinator.com/companies/emailio,http://emailio.com,"[{""name"":""Martin Stoyanov"",""role"":""Founder"",""biography"":null,""twitter"":null,""linkedin"":null},{""name"":""Martin Stoyanov"",""role"":""Founder"",""biography"":null,""twitter"":null,""linkedin"":null}]"
CodeNow,"Chicago, IL, USA",Our mission is to diversify the talent pipeline of students who…,W14,https://ycombinator.com/companies/codenow,http://codenow.org,"[{""name"":""Ryan Seashore"",""role"":""CEO "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/in/seashore/""},{""name"":""Ryan Seashore"",""role"":""CEO "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/in/seashore/""}]"
CodeCombat,"San Francisco, CA, USA",Game that teaches computer science to middle and high school kids.,W14,https://ycombinator.com/companies/codecombat,https://codecombat.com,"[{""name"":""Nick Winter"",""role"":""CEO"",""biography"":""Current: CodeCombat (YC W14), a multiplayer programming game for learning to code.\n\nPreviously: founded Skritter, the power user's app for learning to write Chinese/Japanese characters.\n\nAlso: wrote The Motivation Hacker, a guide to getting yourself to want to do what you've always wanted to want to do.\n\nI'm in the Seattle area and have three kids (2015, 2017, and 2021).\n\nSee more: https://www.nickwinter.net/"",""twitter"":""https://twitter.com/nwinter"",""linkedin"":""http://linkedin.com/in/nwinter""}]"
CareMessage,"San Francisco, CA, USA",Patient engagement using text messaging,W14,https://ycombinator.com/companies/caremessage,http://caremessage.org,"[{""name"":""Vineet Singal"",""role"":""CEO"",""biography"":""Vineet Singal is the Co-Founder and CEO of CareMessage. Previously, he conducted and\npublished peer-reviewed research in molecular biology and epidemiology at the Mount\nSinai School of Medicine and the National Institutes of Health. Vineet has served as a\nstudent representative on the Stanford Board of Trustees and the Stanford Medicine\nCommunity Council and graduated with University Distinction from Stanford."",""twitter"":""https://twitter.com/vineetsingal"",""linkedin"":""https://www.linkedin.com/in/vineetsingal/""},{""name"":""Cecilia Corral"",""role"":""Vice President of Product"",""biography"":""Driven by her experiences growing up in a low-income immigrant household, Cecilia takes a patient-centric approach to product development with a relentless focus on user research. Outside of her work at CareMessage, she is an advocate for Diversity and Inclusion in the tech industry through collecting and publishing data on Latina Tech Founders. Cecilia was on the 2019 Forbes 30 under 30 list for Healthcare and graduated with a B.S. in Product Design Engineering from Stanford University."",""twitter"":""https://twitter.com/ceciliacorral"",""linkedin"":""https://www.linkedin.com/in/ceciliacorral""}]"
Reebee,"Kitchener, ON, Canada",Flyer app.,S13,https://ycombinator.com/companies/reebee,http://reebee.com,"[{""name"":""Michal Martyniak"",""role"":""Founder"",""biography"":null,""twitter"":null,""linkedin"":null},{""name"":""Michal Martyniak"",""role"":""Founder"",""biography"":null,""twitter"":null,""linkedin"":null}]"
One Month,"New York, NY, USA",One Month's affordable online bootcamps teach people how to code in…,S13,https://ycombinator.com/companies/one-month,http://onemonth.com,"[{""name"":""Chris Castiglione"",""role"":""Chris Castiglione"",""biography"":""Co-founder of Console.xyz. Adjunct Professor at Columbia Business School."",""twitter"":""https://twitter.com/castig"",""linkedin"":""http://www.linkedin.com/in/castig""}]"
"Estimote, Inc.","Kraków, Lesser Poland Voivodeship, Poland",Location intelligence platform,S13,https://ycombinator.com/companies/estimote-inc,http://estimote.com,"[{""name"":""Jakub Krzych"",""role"":""CEO"",""biography"":""CEO and Co-Founder of Estimote, Inc., location intelligence platform.\nJakub has graduated Physics and Computer Science on Jagiellonian University in Kraków, Poland. He was the co-founder of AdTaily, ad-tech startup acquired by AGORA - the largest media group in Central Europe. In 2012 he co-founded Estimote, Inc. to pioneer in beacon and location technologies and graduated  Y Combinator in 2013."",""twitter"":""https://twitter.com/jimiasty"",""linkedin"":""https://www.linkedin.com/in/krzych""},{""name"":""Lukasz Kostka"",""role"":""CTO"",""biography"":""Co-Founder & CTO @ Estimote"",""twitter"":""https://twitter.com/ljdk"",""linkedin"":""https://www.linkedin.com/in/lukaszkostka/""}]"
Asseta,"Newport Beach, CA, USA",Marketplace for industrial spare parts and capital equipment.,S13,https://ycombinator.com/companies/asseta,http://www.asseta.com,"[{""name"":""Garrett Beck"",""role"":""Garrett Beck"",""biography"":""Founder of Asseta"",""twitter"":""https://twitter.com/garrettEbeck"",""linkedin"":""https://www.linkedin.com/in/garrett-beck-22022521/""}]"
Per Vices,"Toronto, ON, Canada",Building Mission Critical Software Defined Radio products.,W12,https://ycombinator.com/companies/per-vices,https://www.pervices.com,"[{""name"":""Victor Wollesen"",""role"":""Victor Wollesen"",""biography"":""You can reach me at:\n\nvictor.w@pervices.com"",""twitter"":null,""linkedin"":null},{""name"":""Brandon Malatest"",""role"":""COO"",""biography"":"""",""twitter"":null,""linkedin"":null}]"
7cups,"Virginia Beach, VA, USA",7 Cups is an emotional support service that matches up people that…,S13,https://ycombinator.com/companies/7cups,http://7cups.com,"[{""name"":""Glen Moriarty"",""role"":""Founder "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/in/2pointsomeone""},{""name"":""Glen Moriarty"",""role"":""Founder "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/in/2pointsomeone""}]"
Watsi,"San Francisco, CA, USA",Watsi is the first global crowdfunding platform for medical…,W13,https://ycombinator.com/companies/watsi,https://watsi.org,"[{""name"":""Chase Adam"",""role"":""Chase Adam"",""biography"":""0x5a6e005690b2c9a112e57c728d431c56c57e40d3"",""twitter"":null,""linkedin"":""https://www.linkedin.com/in/chaseadam17""},{""name"":""Grace Garey"",""role"":""Grace Garey"",""biography"":"""",""twitter"":null,""linkedin"":""https://www.linkedin.com/in/gracegarey""}]"
Wevorce,"Bothell, WA, USA",Changing divorce for good by making it a way less horrible experience…,W13,https://ycombinator.com/companies/wevorce,http://wevorce.com,"[{""name"":""Michelle Crosby"",""role"":""CEO "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/in/michelle-crosby-93508a6""},{""name"":""Michelle Crosby"",""role"":""CEO "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/in/michelle-crosby-93508a6""}]"
Wefunder,"San Francisco, CA, USA",We're Robinhood for pre-IPO startups. Everyone can invest $100.,W13,https://ycombinator.com/companies/wefunder,http://wefunder.com,"[{""name"":""Nick Tommarello"",""role"":""CEO"",""biography"":""CEO, Wefunder"",""twitter"":""https://twitter.com/nicktommarello"",""linkedin"":""https://www.linkedin.com/in/nicktommarello/""},{""name"":""Greg Belote"",""role"":""CTO"",""biography"":"""",""twitter"":null,""linkedin"":""https://www.linkedin.com/in/gregbelote/""}]"
SimplyInsured,"San Francisco, CA, USA",We sell health insurance to small businesses 100% online.,W13,https://ycombinator.com/companies/simplyinsured,http://simplyinsured.com,"[{""name"":""Vivek Shah"",""role"":""Founder "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/in/vivekajayshah""},{""name"":""Vivek Shah"",""role"":""Founder "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/in/vivekajayshah""}]"
Experiment,"Honolulu, HI, USA",crowdfunding platform for science,W13,https://ycombinator.com/companies/experiment,http://experiment.com,"[{""name"":""Denny Luan"",""role"":""Denny Luan"",""biography"":""hello"",""twitter"":null,""linkedin"":""https://www.linkedin.com/in/denny-luan-8189b726/""}]"
RADAR,"New York, NY, USA",RADAR is building technology to completely transform the in-store…,W13,https://ycombinator.com/companies/radar,https://goradar.com,"[{""name"":""Spencer Hewett"",""role"":""CEO"",""biography"":null,""twitter"":null,""linkedin"":null},{""name"":""Spencer Hewett"",""role"":""CEO"",""biography"":null,""twitter"":null,""linkedin"":null}]"
Lollipuff,"Mountain View, CA, USA",Online Auctions for Authentic (Women's) Designer Goods,W13,https://ycombinator.com/companies/lollipuff,http://lollipuff.com,"[{""name"":""Fei Deyle"",""role"":""CEO "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/in/fei-deyle-14152910""},{""name"":""Fei Deyle"",""role"":""CEO "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/in/fei-deyle-14152910""}]"
Etleap,"San Francisco, CA, USA",Etleap is an ETL solution for creating perfect data pipelines.,W13,https://ycombinator.com/companies/etleap,https://etleap.com,"[{""name"":""Christian Romming"",""role"":""CEO "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/in/cromming""},{""name"":""Christian Romming"",""role"":""CEO "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/in/cromming""}]"
Cheetah,"San Francisco, CA, USA","Fastest, easiest, and most affordable way for small business owners…",W13,https://ycombinator.com/companies/cheetah,http://gocheetah.com,"[{""name"":""Na'ama Moran"",""role"":""CEO "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/in/naamamoran/""},{""name"":""Na'ama Moran"",""role"":""CEO "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/in/naamamoran/""}]"
Padlet,"San Francisco, CA, USA",Papyrus → Parchment → Paper → Padlet,W13,https://ycombinator.com/companies/padlet,https://padlet.com,"[{""name"":""Nitesh Goel"",""role"":""CEO "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/in/doodlebug""},{""name"":""Nitesh Goel"",""role"":""CEO "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/in/doodlebug""}]"
CircuitLab,"Redwood City, CA, USA",Online circuit simulator and electronic schematic editor.,W13,https://ycombinator.com/companies/circuitlab,https://www.circuitlab.com/,"[{""name"":""Humberto Evans"",""role"":""Software Engineer "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/in/humbertoevans""},{""name"":""Humberto Evans"",""role"":""Software Engineer "",""biography"":null,""twitter"":null,""linkedin"":""https://www.linkedin.com/in/humbertoevans""}]"
9gag,"Hong Kong, Hong Kong",Make the world happier.,S12,https://ycombinator.com/companies/9gag,http://9gag.com,"[{""name"":""Ray Chan"",""role"":""CEO "",""biography"":null,""twitter"":null,""linkedin"":""https://linkedin.com/in/raychan""},{""name"":""Ray Chan"",""role"":""CEO "",""biography"":null,""twitter"":null,""linkedin"":""https://linkedin.com/in/raychan""}]"
